fips,pm25,poverty,pop_density,med_house_value,pct_blk,med_household_income,pct_owner_occ,pct_hispanic,education,population,pct_asian,pct_native,pct_white,confirmed_covid_cases,covid_deaths,covid_recoveries,days_since_state_of_emergency,days_since_closing_K-12,days_since_closing_day_cares,days_since_banning_visitors_to_nursing_homes,days_since_shelter_in_place,days_since_closing_non-essential_businesses,religious_gatherings_exempt,liquor_stores_open,firearms_sellers_open,days_since_closing_restaurants_except_takeout,days_since_closing_gyms,days_since_closing_movie_theaters,froze_evictions,order_freezing_utility_shutoffs
1001,0.6712001861688773,0.24766980081940082,0.0012857799381382079,0.11721311475409836,0.191394927536232,0.3325120606478291,0.748946246744021,0.0276811594202899,0.305812485331882,0.00542523129675724,0.0102898550724638,0.0028804347826087,0.7687862318840579,0.0002996483372344155,0.00015733990664498873,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1003,0.5865068759422236,0.156515661711647,0.0018137537574014824,0.16014344262295083,0.0949703758162868,0.308184011026878,0.736193431863855,0.0449432263210752,0.2635797704124797,0.02056808555350689,0.00807277025760787,0.007313545435761409,0.862661995992446,0.0010685572780623495,0.00026223317774164785,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1005,0.633034955856014,0.5030972570765762,0.0004013196872532862,0.060860655737704925,0.47575828097121997,0.1205892487939352,0.6139777922926191,0.0428981459933287,0.5521480946556624,0.002511875554213987,0.0037235280428205703,0.00279264603211543,0.47381894344891795,0.0002657258839625948,5.244663554832957e-05,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1007,0.6876085773637058,0.2213266003517656,0.0004992765558215757,0.06454918032786885,0.222754916322635,0.21667815299793244,0.750730994152047,0.0242819727438185,0.39881597016105175,0.0021895228129678694,0.00164247347627292,0.000355129400275225,0.766546810494074,0.00024311091511471444,0.0,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1009,0.6437533716956272,0.22914288582085224,0.0012376988466571554,0.09344262295081969,0.0149535952814641,0.24558063404548583,0.7862621359223301,0.0912655043802585,0.4513376264608904,0.0056673672268176874,0.00343481654957065,0.00244600572469425,0.955052476363952,0.0002261496884788041,0.0,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1011,0.6450448629843508,0.5508738926521339,0.00022768884520851072,0.04508196721311476,0.7624613601236478,0.1030668504479669,0.7553338875034641,0.00492658423493045,0.5505978509380859,0.0009837948176770913,0.00540958268933539,0.0117851622874807,0.21986089644513102,0.00010176735981546185,0.0,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1013,0.6098336775085113,0.40235767177119147,0.0003547624122561814,0.05614754098360657,0.45218476903870203,0.16299965541006203,0.699463327370304,0.0033458177278402,0.38542024328246804,0.001941741996194356,0.0115355805243446,9.98751560549313e-05,0.520049937578027,0.0006784490654364124,0.00010489327109665915,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1015,0.7098343463748379,0.30853179961724764,0.002633574491478787,0.08227459016393443,0.20570296616796102,0.21544624396967607,0.6947349721315479,0.0365167075014336,0.366673491368555,0.01135711593428718,0.009252984413282591,0.0030669516412101,0.743349145945195,0.0006445266121645918,0.00015733990664498873,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1017,0.6393254640260406,0.27123625329523776,0.0007839495747021805,0.05625000000000001,0.393750369538225,0.16957270847691244,0.677641313998224,0.0227044285460888,0.41031370986112714,0.003308497812457849,0.0119730384911015,0.00286761662626382,0.57597705906699,0.0017187376324389113,0.0011013793465149211,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
1019,0.7152223739570842,0.24063898754633306,0.0006452238941715394,0.0918032786885246,0.0490078520867984,0.17941075120606478,0.789553083160475,0.0153947317526012,0.4215494920801386,0.0025189069043302617,0.00212741267937957,0.009128534406065059,0.9282094921285731,9.611361760349175e-05,0.0,0.0,0.3157894736842106,0.9636363636363636,0.9272727272727272,0.8387096774193548,0.6923076923076923,0.826923076923077,0,1,1,0.9285714285714285,0.7818181818181817,0.7818181818181817,0,0
