Lon,Lat,site
-118.0282,34.2969,1074
-116.9132,34.1939,1075
-110.7371,32.1746,1076
-84.1614,30.0926,1077
-106.8447,36.0139,1078
-111.2178,32.2486,1079
-114.9271,44.1705,1080
-85.9503,46.2889,1081
-118.8291,36.4894,1082
-78.4348,38.5229,1083
-107.4842,37.3038,1084
-82.7744,35.3937,1085
-110.9421,34.0908,1086
-160.5063,55.3255,1087
-87.3388,34.3433,1088
-121.4259,47.422,1089
-118.5129,45.2249,1090
-94.66956,35.75078,1091
-114.0001,45.8598,1092
-76.2075,35.451,1093
-111.9823,35.1639,1094
-96.5602,38.4341,1095
-105.2874,44.6634,1096
-103.3777,46.8948,1097
-122.0434,44.291,1098
-111.1068,33.6548,1099
-150.3156,62.3153,1100
-108.7196,47.5823,1101
-93.203,35.8258,1102
-64.7962,18.3363,1103
-95.045,40.969,1104
-92.8286,48.4126,1105
-107.7999,37.6594,1106
-105.5349,33.4687,1107
-121.3881,46.6243,1108
-105.452,36.5854,1109
-106.8209,39.1536,1110
-103.4838,43.5576,1111
-98.713,34.7323,1112
-110.4002,44.5653,1113
-119.7061,37.7133,1114
-113.1508,37.1983,1115
-86.8211,33.31293,1116
-147.37228,64.75929,1117
-149.45525,61.5988,1118
-111.97205,33.01053,1119
-92.24359,34.7296,1120
-123.67523,41.04712,1121
-118.13146,34.67139,1122
-117.33143,34.51001,1123
-117.07533,33.12771,1124
-120.66804,35.49158,1125
-119.69122,34.42777,1126
-104.93744,39.82601,1127
-108.59233,37.35005,1128
-73.33667,41.11833,1129
-82.46714,27.95555,1130
-80.23389,26.73083,1131
-86.83096,39.98826,1132
-96.40021,42.52235,1133
-93.27735,44.94634,1134
-93.08298,44.97154,1135
-92.11732,46.77107,1136
-90.1412,32.38573,1137
-93.28487,37.19954,1138
-74.03172,40.77279,1139
-74.87266,40.31239,1140
-74.4224,40.47283,1141
-106.57878,35.0631,1142
-108.16503,36.77416,1143
-79.40782,36.089,1144
-77.96078,34.95482,1145
-81.15333,35.25306,1146
-82.97918,35.50575,1147
-79.2887,35.4325,1148
-81.99381,35.68741,1149
-76.90625,35.81066,1150
-80.39504,35.55187,1151
-81.66306,36.22194,1152
-77.99389,35.36921,1153
-80.80191,41.23117,1154
-97.2759,33.88081,1155
-118.68909,45.66408,1156
-74.88222,40.10722,1157
-75.30917,40.11222,1158
-75.4044,40.64589,1159
-75.16521,39.94465,1160
-85.18158,35.23348,1161
-111.8375,41.73111,1162
-78.50442,38.66373,1163
-81.62832,38.3456,1164
-81.19743,37.80777,1165
-108.386,44.8357,1166
-105.30353,42.76697,1167
-66.05251,18.44981,1168
-64.78487,17.71247,1169
-84.2903,33.688,1170
-96.1913,43.7158,1171
-70.7292,44.1074,1172
124.6308,37.9659,1173
-106.9565,44.3335,1174
-102.4336,41.7627,1175
-83.2085,42.2286,1176
-109.5397,31.3492,1177
-94.0348,37.7009,1178
-99.9354,36.0853,1179
-79.9607,40.4654,1180
-72.3346,42.2985,1181
-111.2858,33.2939,1182
-111.9692,35.1406,1183
-122.8046,40.7864,1184
-152.6656,59.9925,1185
-77.0344,38.8762,1186
-119.7061,37.7133,1187
-86.79639,33.56528,1188
-151.0693,60.48917,1189
-118.31712,34.17605,1190
-119.69907,37.2136,1191
-117.40063,33.94603,1192
-117.69089,34.03723,1193
-116.94209,32.79119,1194
-116.76823,32.84224,1195
-117.39616,33.21702,1196
-122.07569,37.04801,1197
-122.4031,40.6304,1198
-122.40179,40.69184,1199
-104.74522,39.33293,1200
-72.63444,41.7425,1201
-72.07667,41.52417,1202
-76.95807,38.89557,1203
-80.23759,26.08314,1204
-155.79807,19.97747,1205
-93.21467,30.17735,1206
-91.31622,30.22075,1207
-72.59713,42.10579,1208
-71.01474,42.08194,1209
-71.06174,42.37212,1210
-93.2767,45.0121,1211
-93.24428,44.95208,1212
-93.3007,44.98139,1213
-93.12695,44.95726,1214
-93.06753,44.92732,1215
-91.64269,44.05284,1216
-119.78498,39.532,1217
-71.44458,42.76206,1218
-71.45825,43.13246,1219
-74.48343,40.80121,1220
-74.21389,40.67341,1221
-75.18053,40.69921,1222
-105.95419,35.67114,1223
-79.15972,35.75722,1224
-80.00705,36.06866,1225
-78.99028,34.645,1226
-82.98104,39.92845,1227
-84.53838,39.14603,1228
-84.18768,39.76066,1229
-80.24399,40.26896,1230
-96.80071,44.31028,1231
-96.72643,43.54429,1232
-84.50362,35.91676,1233
-84.52406,35.90257,1234
-84.49709,35.90712,1235
-84.51713,35.88982,1236
-84.51657,35.9255,1237
-112.29962,40.54331,1238
-122.5901,45.64987,1239
-122.82155,47.0294,1240
-80.58072,40.42154,1241
-109.207,41.575,1242
-66.17113,18.39982,1243
-65.82862,18.15344,1244
-67.14588,18.2001,1245
-147.34721,64.75234,1246
-111.65278,35.20611,1247
-112.331,34.595,1248
-124.1621,40.80178,1249
-120.47167,39.80833,1250
-122.71017,38.4435,1251
-122.9412,40.73475,1252
-72.91694,41.31083,1253
-90.61875,41.51777,1254
-94.73199,38.13588,1255
-97.29771,37.65933,1256
-94.69482,39.04631,1257
-88.63774,37.06636,1258
-83.47188,41.76394,1259
-86.23858,43.23306,1260
-85.85273,42.89445,1261
-83.10956,42.33501,1262
-79.58961,42.29071,1263
-79.00106,43.08218,1264
-77.75007,35.93355,1265
-77.56879,35.23146,1266
-82.07333,35.91528,1267
-78.6802,35.7288,1268
-80.6063,40.32207,1269
-118.82303,45.65223,1270
-75.0024,40.03598,1271
-96.74733,42.85097,1272
-97.1622,26.06961,1273
-109.0973,39.86862,1274
-113.1506,37.1983,1275
-111.98787,41.30361,1276
-79.95573,37.29717,1277
-122.58694,45.64833,1278
-105.38645,43.42662,1279
-110.353,42.98,1280
-110.09886,42.48636,1281
-116.8478,36.5089,1282
-112.1288,36.0778,1283
-149.90311,61.21503,1284
-92.42786,35.10519,1285
-90.58605,34.52977,1286
-93.10005,35.25977,1287
-121.84329,39.75737,1288
-119.77319,36.78133,1289
-117.12875,32.83646,1290
-104.95665,39.78108,1291
-104.99811,39.70401,1292
-73.40722,41.1125,1293
-80.66645,26.72479,1294
-81.14399,32.09296,1295
-84.66151,33.89932,1296
-84.2799,33.90139,1297
-84.38971,33.81956,1298
-81.99143,33.46916,1299
-86.13288,40.48548,1300
-87.50835,41.67835,1301
-86.25063,37.03544,1302
-71.36207,42.62668,1303
-94.15099,47.15994,1304
-90.1662,32.33037,1305
-73.92009,40.83606,1306
-122.7305,44.3958,1307
-71.40743,41.80924,1308
-82.31307,34.89914,1309
-77.04435,38.8104,1310
-105.50417,44.26583,1311
-108.57889,43.25856,1312
-106.97624,44.80549,1313
-109.86096,42.87053,1314
-109.76098,41.58872,1315
-156.2823,20.8086,1316
-73.1268,43.1482,1317
-117.69,34.38,1318
-87.30556,33.45972,1319
-86.81667,33.38639,1320
-86.66917,33.70472,1321
-86.9425,33.80167,1322
-88.1411,30.4747,1323
-87.2725,33.83288,1324
-147.872,64.83913,1325
-94.42429,35.38967,1326
-91.7156,35.24894,1327
-104.63477,39.23138,1328
-87.31879,38.32293,1329
-87.48473,38.74088,1330
-87.42648,41.54659,1331
-87.56783,37.97525,1332
-92.34407,42.49304,1333
-91.6793,42.00508,1334
-92.65225,41.98731,1335
-85.71192,37.98629,1336
-84.50744,38.03897,1337
-84.83845,38.21943,1338
-92.01732,30.27503,1339
-76.93219,38.94121,1340
-76.58222,39.34056,1341
-92.13354,46.76643,1342
-89.13511,31.68864,1343
-88.73149,32.36456,1344
-88.76622,34.26492,1345
-114.17568,48.38108,1346
-114.33696,48.40041,1347
-114.30533,48.20054,1348
-111.17829,45.77271,1349
-111.10589,44.66139,1350
-111.16489,45.79367,1351
-113.9962,46.87484,1352
-115.32375,47.59439,1353
-104.52414,33.39704,1354
-108.27227,32.78452,1355
-73.73388,40.63103,1356
-74.12525,40.59664,1357
-73.76575,40.93149,1358
-84.1441,39.0828,1359
-84.20077,39.42689,1360
-98.25278,35.11194,1361
-95.31086,36.30472,1362
-95.37792,35.75537,1363
-123.13983,44.0663,1364
-110.18274,40.21678,1365
-111.80389,40.43028,1366
-119.51896,48.39999,1367
-91.496,44.812,1368
-122.2103,45.5693,1369
-107.3141,40.0865,1370
-95.5682,39.9791,1371
-121.96182,37.53583,1372
-73.07908,41.64486,1373
-72.89417,41.29111,1374
-72.91972,41.33139,1375
-82.40816,29.65858,1376
-82.50954,27.93224,1377
-81.34535,28.55111,1378
-80.4081,27.44921,1379
-155.08065,19.56983,1380
-91.33587,39.91541,1381
-88.22953,40.1238,1382
-87.56857,41.70757,1383
-87.69647,41.66211,1384
-87.81005,42.46757,1385
-89.04942,41.29301,1386
-89.99285,38.52963,1387
-85.67995,40.11198,1388
-87.37055,39.45624,1389
-84.525,39.0725,1390
-86.95609,37.31977,1391
-91.25194,30.59398,1392
-84.3317,46.48169,1393
-84.60675,46.45402,1394
-91.39041,31.56075,1395
-90.72303,33.74606,1396
-106.55804,31.79594,1397
-78.84984,42.8273,1398
-84.45826,39.16032,1399
-84.49215,39.18053,1400
-81.91164,41.10087,1401
-94.6697,35.75073,1402
-94.83889,36.92222,1403
-94.83006,35.58117,1404
-95.92538,36.14004,1405
-121.31255,44.06392,1406
-119.05216,43.58626,1407
-122.87615,42.53596,1408
-122.6679,45.56137,1409
-118.09521,45.339,1410
-80.18784,40.48701,1411
-75.01155,40.0764,1412
-79.95699,32.84355,1413
-103.17781,29.30265,1414
-96.87206,32.67645,1415
-102.34204,31.83657,1416
-106.50105,31.75853,1417
-93.90902,29.92289,1418
-101.85042,33.59076,1419
-93.76134,30.08526,1420
-101.90927,35.20159,1421
-77.16338,38.83738,1422
-77.19822,38.9326,1423
-76.48105,37.0998,1424
-87.6161,44.13862,1425
-92.6627,45.12444,1426
-77.2099,42.0912,1427
-77.3079,39.9232,1428
-87.8501,36.7842,1429
-97.0313,36.9562,1430
-86.2604,38.5346,1431
-124.595,48.37185,1432
-80.1453,41.4269,1433
-73.9019,40.8161,1434
-92.435,32.0574,1435
-86.28525,32.42597,1436
-114.6489,32.677,1437
-123.35362,39.41294,1438
-104.61213,38.26306,1439
-85.61437,30.14437,1440
-80.12754,26.21758,1441
-80.16032,26.0012,1442
-85.30483,34.2632,1443
-116.27028,43.63611,1444
-112.53556,42.9125,1445
-86.10883,39.76048,1446
-86.20783,41.66346,1447
-87.56724,37.97173,1448
-87.56946,38.02173,1449
-93.65598,42.69539,1450
-84.9701,45.3485,1451
-93.25892,44.87551,1452
-93.29874,45.03972,1453
-93.75945,46.2053,1454
-93.01708,44.89926,1455
-92.77415,45.02798,1456
-88.41857,33.49112,1457
-90.05255,37.98222,1458
-90.32748,38.45676,1459
-90.35066,38.64977,1460
-90.18506,38.64286,1461
-111.2797,47.50218,1462
-112.03611,46.60382,1463
-108.4268,45.8019,1464
-103.66494,41.86497,1465
-106.65003,35.2381,1466
-74.95151,44.67811,1467
-77.3858,35.59433,1468
-81.7038,41.48089,1469
-79.8504,34.16764,1470
-82.40292,34.83881,1471
-80.86832,34.13126,1472
-82.00521,34.92684,1473
-111.84972,40.64667,1474
-76.39863,37.00098,1475
-117.35812,47.66074,1476
-88.52788,43.435,1477
-87.91111,43.02641,1478
-87.93425,42.95502,1479
-132.81234,56.61076,1480
-118.21071,33.92899,1481
-104.82774,38.82804,1482
-84.39576,33.77933,1483
-116.56323,43.5624,1484
-86.95903,38.36944,1485
-86.92832,38.40478,1486
-96.3879,42.51797,1487
-85.77935,38.19113,1488
-85.73195,38.24024,1489
-76.57972,39.23278,1490
-92.78027,45.01876,1491
-90.36149,38.43783,1492
-90.22649,38.87255,1493
-111.06813,45.72622,1494
-72.33787,43.36452,1495
-74.04376,40.81722,1496
-74.04367,40.81681,1497
-74.04346,40.83311,1498
-75.09762,39.92304,1499
-74.21274,40.73029,1500
-108.22146,36.7275,1501
-73.96661,40.75912,1502
-79.05667,35.90194,1503
-84.41436,39.29032,1504
-81.24248,41.72229,1505
-82.66533,38.52004,1506
-83.47611,41.66579,1507
-80.78705,41.21458,1508
-123.05834,43.79047,1509
-119.283,45.83911,1510
-119.26299,45.82897,1511
-111.96861,40.70444,1512
-112.02305,40.51795,1513
-111.98306,41.17972,1514
-79.98476,37.25625,1515
-117.06045,46.42542,1516
-120.31833,47.41222,1517
-122.2806,47.755,1518
-105.23637,43.67692,1519
-105.55174,44.46597,1520
-96.4318,42.1487,1521
-87.07108,31.10657,1522
-111.3295,34.22973,1523
-87.3316,30.4678,1524
-87.3287,30.4641,1525
-87.3285,30.4594,1526
-87.334,30.4589,1527
-82.61871,27.48087,1528
-82.10065,29.17053,1529
-116.88562,47.33861,1530
-116.0275,46.2094,1531
-91.40424,39.93301,1532
-85.14969,41.0506,1533
-85.96944,41.66783,1534
-87.40782,41.58893,1535
-86.7303,41.60227,1536
-86.24877,39.6463,1537
-86.04054,39.89365,1538
-87.08698,41.63143,1539
-86.28751,41.69449,1540
-92.51324,42.74304,1541
-93.58385,41.58318,1542
-86.41832,36.99338,1543
-90.21162,29.99926,1544
-89.92718,30.01691,1545
-90.04546,30.03233,1546
-89.9986,29.97144,1547
-89.81415,30.31445,1548
-90.23917,38.67322,1549
-113.48361,47.17703,1550
-114.90741,36.39101,1551
-106.72503,35.61531,1552
-106.7222,35.5064,1553
-73.88083,40.86585,1554
-74.00367,40.72062,1555
-78.89639,35.99194,1556
-82.9875,35.48917,1557
-77.42796,34.77283,1558
-84.3942,39.52844,1559
-82.1615,41.43946,1560
-94.98596,35.85408,1561
-97.03135,36.95622,1562
-95.24994,36.22841,1563
-75.92522,40.39269,1564
-75.2224,39.92761,1565
-80.67785,32.43488,1566
-79.2857,33.37399,1567
-82.17315,34.21287,1568
-78.87748,33.70277,1569
-96.682,43.53763,1570
-86.73444,36.10006,1571
-89.94953,35.08592,1572
-89.93028,35.18417,1573
-89.83447,35.37815,1574
-112.23397,41.94587,1575
-111.92111,40.8075,1576
-78.43471,38.5231,1577
-81.68472,38.44883,1578
-110.76604,43.48076,1579
-67.14601,18.20773,1580
-64.92292,18.34329,1581
-108.7658,39.605,1582
-88.07573,30.76652,1583
-88.20186,32.36401,1584
-92.33716,34.67627,1585
-121.84885,37.3062,1586
-107.00966,37.26842,1587
-108.07312,38.73921,1588
-104.7613,38.89598,1589
-106.9661,38.90039,1590
-107.81306,37.93787,1591
-112.46035,42.87673,1592
-112.25892,42.79638,1593
-116.95958,43.78715,1594
-111.86417,42.08222,1595
-116.51546,43.85644,1596
-90.14353,38.69956,1597
-86.23667,41.69366,1598
-94.76913,38.86306,1599
-95.69193,39.04,1600
-95.74859,39.02139,1601
-84.45189,39.06562,1602
-86.14295,37.13179,1603
-84.06326,37.08731,1604
-91.45535,31.5744,1605
-90.23178,29.9198,1606
-90.12173,29.9557,1607
-90.10285,29.99465,1608
-90.05689,29.96249,1609
-89.92388,29.93961,1610
-87.90736,46.13939,1611
-88.11976,46.15983,1612
-93.26712,45.00123,1613
-93.24005,45.00448,1614
-93.23323,44.89301,1615
-90.18839,32.29695,1616
-92.32183,38.95643,1617
-94.5741,39.036,1618
-91.78899,39.47498,1619
-90.38243,38.53278,1620
-71.16619,44.47117,1621
-75.28939,39.82572,1622
-81.3425,35.7278,1623
-81.27311,41.75496,1624
-84.1442,39.75953,1625
-96.65722,35.6725,1626
-123.36479,43.2266,1627
-122.85227,42.4267,1628
-123.0353,43.8345,1629
-75.92667,40.32028,1630
-75.16572,39.94418,1631
-81.78873,33.34223,1632
-103.20914,44.06493,1633
-87.16917,36.625,1634
-85.50942,36.17367,1635
-90.04156,35.15119,1636
-111.8952,41.8594,1637
-111.86819,41.63546,1638
-73.3842,43.92657,1639
-73.35573,43.86775,1640
-80.05671,37.29208,1641
-88.00122,44.5236,1642
-89.34017,43.093,1643
-89.05083,44.35288,1644
-103.09125,49.1456,1645
-102.98485,49.13514,1646
-76.7093,39.2547,1647
-76.6534,42.4009,1648
-68.6457,44.9334,1649
-135.31053,59.46008,1650
-89.90092,35.92924,1651
-118.06056,34.01407,1652
-118.96652,37.64571,1653
-117.15484,32.70922,1654
-120.65517,35.28386,1655
-106.9747,38.87805,1656
-106.83163,40.4852,1657
-72.90094,41.29399,1658
-87.256,30.437,1659
-87.376,30.55,1660
-83.3721,33.94595,1661
-112.02071,43.51827,1662
-116.37,48.70549,1663
-93.61438,41.66471,1664
-93.76601,32.47849,1665
-90.1231,30.02089,1666
-92.05151,30.2177,1667
-89.73733,30.16635,1668
-89.80477,30.0655,1669
-89.94952,29.88546,1670
-90.35952,29.93326,1671
-89.76997,30.26588,1672
-76.65306,38.9025,1673
-76.51135,39.15983,1674
-76.6375,39.26167,1675
-83.96803,43.50836,1676
-83.71105,42.29393,1677
-89.5675,30.23036,1678
-89.69106,30.5295,1679
-90.13253,32.27553,1680
-89.66667,32.32,1681
-90.88722,32.32298,1682
-114.1015,47.52688,1683
-114.16317,47.69216,1684
-112.69762,46.95441,1685
-114.15817,46.24433,1686
-106.66864,45.62333,1687
-96.14696,40.86556,1688
-100.76487,41.13611,1689
-71.46253,42.99578,1690
-103.1291,32.72483,1691
-73.41984,40.74593,1692
-80.30236,35.77881,1693
-80.24452,35.84119,1694
-80.28172,36.17153,1695
-80.88257,35.22542,1696
-102.7815,48.9904,1697
-102.56842,48.87655,1698
-84.36965,39.52455,1699
-84.51366,39.18603,1700
-97.12639,34.16667,1701
-97.88728,36.42031,1702
-97.08766,36.70476,1703
-122.7721,45.76853,1704
-123.2321,42.29009,1705
-123.09146,44.61569,1706
-121.20339,45.60242,1707
-122.81641,45.47019,1708
-79.94116,40.41368,1709
-80.077,40.47368,1710
-79.8865,40.26013,1711
-79.78366,40.54701,1712
-75.84639,41.26556,1713
-77.16556,40.45694,1714
-75.2199,40.00234,1715
-103.6491,30.3658,1716
-97.63004,26.13517,1717
-96.76889,32.91679,1718
-96.87306,32.77889,1719
-96.8033,32.7106,1720
-97.025,32.43694,1721
-106.40281,31.74677,1722
-94.85657,29.26332,1723
-94.71181,32.37868,1724
-95.1255,29.80271,1725
-95.49922,29.69573,1726
-95.22058,29.768,1727
-98.1831,26.30986,1728
-104.02466,30.66936,1729
-94.3178,29.86396,1730
-96.31769,32.56497,1731
-97.29869,27.42698,1732
-101.84759,33.59085,1733
-95.42513,30.3503,1734
-93.86694,30.19417,1735
-101.83238,35.21002,1736
-97.24861,32.69306,1737
-119.20415,46.21835,1738
-120.6647,47.59886,1739
-120.12111,48.36451,1740
-117.42635,47.69978,1741
-81.23568,37.26744,1742
-80.70647,37.77318,1743
-106.94985,44.79716,1744
-89.2066,29.1189,1745
-87.7135,41.7514,1746
-83.9417,35.6334,1747
-112.9628,34.4289,1748
-95.1285,29.6698,1749
-117.4161,33.9996,1750
-117.8609,47.9045,1751
-118.8146,38.9519,1752
-91.95,40.7167,1753
-88.3667,40.1,1754
-86.2833,39.7333,1755
-95.55,39.9667,1756
-86.1,37.1833,1757
-83.2,42.25,1758
-96.2167,43.6333,1759
-91.6333,44.05,1760
-92.95,38.8,1761
-81.2833,39.9667,1762
-82.1,39.3167,1763
-84.5167,39.15,1764
-94.6167,35.8,1765
-88.5333,43.4833,1766
-85.37549,31.22879,1767
-135.32125,59.45315,1768
-111.92639,33.39166,1769
-90.17648,35.14759,1770
-94.16918,36.04583,1771
-119.97061,38.94498,1772
-73.52846,41.06315,1773
-72.67037,41.76093,1774
-72.96399,41.27788,1775
-86.88996,30.4082,1776
-116.26572,43.64305,1777
-115.97239,44.1045,1778
-116.57222,48.2675,1779
-112.04645,43.4647,1780
-116.56361,43.5625,1781
-111.59144,42.6613,1782
-116.11625,45.93127,1783
-116.99253,46.40835,1784
-87.62385,41.83428,1785
-88.99591,40.51531,1786
-89.08955,42.26724,1787
-93.20854,43.16163,1788
-93.20301,43.15856,1789
-94.81749,43.39746,1790
-91.99462,40.6892,1791
-87.11805,37.74116,1792
-76.72944,39.10111,1793
-76.82778,39.02,1794
-93.19538,44.88855,1795
-94.84581,39.7553,1796
-94.56524,39.14865,1797
-94.44106,39.1093,1798
-94.31725,37.19829,1799
-91.70161,38.27408,1800
-93.41833,40.56,1801
-113.88568,46.88121,1802
-96.11613,41.38611,1803
-98.33978,40.92501,1804
-115.11167,36.15858,1805
-72.00953,44.08395,1806
-71.44451,42.70203,1807
-106.7,34.9031,1808
-77.60329,43.16106,1809
-80.61785,35.50708,1810
-81.58012,41.46283,1811
-97.99325,35.61304,1812
-97.07444,36.66278,1813
-96.49056,35.12972,1814
-122.88027,42.33155,1815
-122.96705,45.51829,1816
-75.24082,40.04962,1817
-79.97677,33.19698,1818
-80.86684,33.52988,1819
-103.31576,44.15564,1820
-103.2696,44.08349,1821
-77.49804,37.5107,1822
-122.41089,45.8639,1823
-119.2737,47.1303,1824
-123.83173,46.97228,1825
-121.77278,47.49022,1826
-121.9379,47.1411,1827
-122.20161,47.61311,1828
-80.72031,40.0639,1829
-66.85407,18.26051,1830
-157.8628,67.09934,1831
-106.2418,41.3662,1832
-91.9883,40.6883,1833
-113.2243,37.4591,1834
-148.9676,63.7232,1835
-134.5165,58.36551,1836
-90.70872,35.83869,1837
-93.05435,34.51037,1838
-92.05853,34.19093,1839
-92.58683,36.08424,1840
-94.04102,33.42762,1841
-92.65423,33.21446,1842
-115.53416,32.97838,1843
-120.54023,41.48322,1844
-107.87459,37.26768,1845
-108.56378,39.0916,1846
-73.18984,41.18371,1847
-72.92139,41.34111,1848
-82.37787,28.0503,1849
-112.47889,42.92556,1850
-115.8395,43.82291,1851
-116.56772,48.27063,1852
-112.01497,43.49936,1853
-116.76553,47.68232,1854
-116.92615,47.7216,1855
-116.96018,46.72182,1856
-117.01861,46.41778,1857
-114.44707,42.56401,1858
-116.09487,44.89921,1859
-85.74024,38.2709,1860
-94.7069,38.90362,1861
-87.55751,37.86504,1862
-91.15011,30.49186,1863
-92.48097,31.28963,1864
-71.79841,42.26732,1865
-92.88799,44.74997,1866
-93.15625,44.93107,1867
-94.5875,39.03778,1868
-94.57802,39.09531,1869
-90.28593,38.76616,1870
-71.53757,43.20591,1871
-70.75366,43.07759,1872
-74.14694,40.72222,1873
-75.87991,42.10881,1874
-73.91441,41.69486,1875
-74.01871,40.64182,1876
-73.97782,40.67195,1877
-77.5643,43.15844,1878
-73.63648,40.78909,1879
-73.4906,40.76078,1880
-75.22506,43.09892,1881
-76.16479,43.04823,1882
-76.16075,43.02014,1883
-73.82841,40.77039,1884
-73.9389,42.79901,1885
-77.78553,35.95349,1886
-77.78346,35.95024,1887
-76.29382,36.2296,1888
-78.61972,35.79002,1889
-81.6736,41.48404,1890
-80.61535,40.36285,1891
-98.42567,34.62872,1892
-97.48698,35.49034,1893
-96.79361,36.33806,1894
-97.05948,36.10727,1895
-95.85777,36.11982,1896
-122.93897,44.05374,1897
-123.006,44.94323,1898
-122.83282,45.26608,1899
-122.69889,45.535,1900
-118.09867,45.31922,1901
-80.005,40.28944,1902
-81.04023,33.98225,1903
-103.27427,44.0874,1904
-88.81556,35.60972,1905
-98.56494,29.63206,1906
-98.31251,29.58774,1907
-98.50538,29.42218,1908
-95.39774,29.01084,1909
-97.87806,29.88828,1910
-96.78642,33.1324,1911
-106.48292,31.75765,1912
-106.3721,31.7338,1913
-106.58833,31.84667,1914
-106.288,31.6675,1915
-106.42583,31.89391,1916
-94.91944,29.39,1917
-95.10444,29.50389,1918
-95.47417,29.62389,1919
-95.26722,29.62556,1920
-97.20056,31.52056,1921
-97.47033,32.7392,1922
-99.51522,27.51745,1923
-111.88222,40.88639,1924
-112.46667,40.59778,1925
-76.27216,36.80404,1926
-79.17502,37.35681,1927
-122.13068,47.79482,1928
-122.556,47.7356,1929
-122.95556,46.40163,1930
-122.3858,47.2656,1931
-122.3003,47.14,1932
-121.88322,45.69443,1933
-87.90799,44.53098,1934
-87.98833,44.41556,1935
-89.37679,43.08194,1936
-86.994,45.2384,1937
-92.07991,46.73022,1938
-88.99428,43.18388,1939
-88.00778,43.09778,1940
-88.04317,43.03444,1941
-87.92,43.343,1942
-89.06281,42.50908,1943
-88.22972,43.00722,1944
-88.52984,44.07526,1945
-89.81929,44.38247,1946
-149.81739,61.18108,1947
-150.25223,61.53251,1948
-112.19972,33.47611,1949
-111.74,33.08009,1950
-94.1627,36.05202,1951
-120.03308,38.81161,1952
-121.88858,37.33967,1953
-82.77621,28.0003,1954
-116.17816,43.5776,1955
-115.0145,42.14557,1956
-87.33476,41.60031,1957
-87.48753,41.64136,1958
-86.87945,40.42559,1959
-91.62018,41.97028,1960
-93.61411,42.04138,1961
-76.935,38.93972,1962
-70.92615,41.62871,1963
-71.15116,41.70038,1964
-71.31145,42.64759,1965
-71.48278,42.41357,1966
-71.03199,42.27482,1967
-71.78869,42.59509,1968
-83.43553,45.07307,1969
-85.59202,44.75389,1970
-112.68258,46.95462,1971
-97.25033,42.625,1972
-101.62543,42.95833,1973
-102.47158,41.09332,1974
-119.95018,39.04324,1975
-119.95674,39.25041,1976
-71.46562,42.75814,1977
-72.07758,43.32646,1978
-73.84318,40.77798,1979
-79.79444,36.07583,1980
-77.91007,34.23718,1981
-98.96729,35.51602,1982
-123.2673,44.5884,1983
-123.34583,42.43194,1984
-120.43329,42.22016,1985
-118.04111,45.26167,1986
-75.16222,39.93139,1987
-71.40589,41.81177,1988
-71.67201,41.91288,1989
-103.27004,44.06555,1990
-85.25329,35.17618,1991
-96.79278,32.69235,1992
-106.4125,31.89972,1993
-97.45417,27.80694,1994
-73.184,42.88008,1995
-72.50288,44.19728,1996
-118.3819,47.12,1997
-122.40287,45.58678,1998
-122.96194,46.13944,1999
-122.32401,47.52343,2000
-123.11583,47.22765,2001
-122.31488,48.43149,2002
-117.0427,47.71546,2003
-117.90361,48.54472,2004
-117.71438,48.27981,2005
-118.35147,46.05881,2006
-117.18014,46.72447,2007
-77.3078,39.9231,2008
-88.3719,40.0514,2009
-87.8504,36.7854,2010
-76.6536,42.4011,2011
-86.2608,38.5347,2012
-80.1447,41.425,2013
-81.3378,39.9431,2014
-81.3378,39.9431,2015
-92.4334,32.058,2016
-87.05277,34.63096,2017
-87.53889,33.21706,2018
-134.51043,58.35887,2019
-131.65002,55.35104,2020
-91.55846,34.51982,2021
-91.96125,33.13321,2022
-92.00097,34.2201,2023
-92.66877,33.21402,2024
-118.13285,34.68999,2025
-117.91427,33.82135,2026
-104.93767,39.82759,2027
-107.01273,37.26643,2028
-104.93993,39.73858,2029
-104.76716,39.51967,2030
-80.09671,26.4548,2031
-84.43743,33.6165,2032
-116.55083,48.27417,2033
-95.70137,39.0325,2034
-85.82678,38.23158,2035
-91.45845,31.56822,2036
-76.93278,38.85167,2037
-76.5433,39.27455,2038
-94.35938,46.16467,2039
-95.60559,45.96822,2040
-93.3666,43.65024,2041
-93.52641,47.2367,2042
-95.04036,45.11227,2043
-94.03982,44.18376,2044
-91.68931,37.00007,2045
-114.33819,48.41163,2046
-71.46757,43.00064,2047
-70.76228,43.07814,2048
-106.70058,34.90311,2049
-106.34836,35.61003,2050
-106.72281,35.50642,2051
-106.0228,35.8928,2052
-73.98569,40.73955,2053
-81.40175,35.59569,2054
-79.99889,35.95556,2055
-97.08231,47.9186,2056
-102.78833,46.88,2057
-97.89901,47.5997,2058
-82.15959,41.46865,2059
-84.19188,39.76367,2060
-121.32281,44.06234,2061
-77.14047,40.25222,2062
-71.37839,41.87843,2063
-79.65719,32.94102,2064
-81.11978,33.7856,2065
-81.22841,34.93582,2066
-95.35028,29.75278,2067
-95.36139,29.75111,2068
-94.30352,32.74292,2069
-97.46889,32.74167,2070
-97.32806,32.75972,2071
-112.02222,40.51806,2072
-77.14276,38.86817,2073
-123.46456,48.11697,2074
-122.77897,48.12919,2075
-122.23345,47.38343,2076
-122.96958,46.71788,2077
-117.36518,46.87822,2078
